enst	csq	n_pos	n_obs	mu
ENST00000261441	missense	5266	447.0	4.370156095708318e-09
ENST00000261441	nonsense	304	9.0	6.504111842105263e-09
ENST00000261441	synonymous	1639	257.0	5.3118706528370955e-09
ENST00000261448	missense	2713	268.0	4.1267165499447106e-09
ENST00000261448	nonsense	150	13.0	3.51206e-09
ENST00000261448	synonymous	719	110.0	6.7100514603616135e-09
ENST00000261455	missense	2324	238.0	5.233898020654045e-09
ENST00000261455	nonsense	128	13.0	3.3137578125e-09
ENST00000261455	synonymous	689	91.0	7.0212017416545726e-09
ENST00000261458	missense	3186	373.0	5.066992467043315e-09
ENST00000261458	nonsense	212	20.0	5.817410377358491e-09
ENST00000261458	synonymous	1030	150.0	7.758420388349514e-09
ENST00000261461	missense	3238	215.0	3.805441321803583e-09
ENST00000261461	nonsense	217	6.0	4.1186082949308755e-09
ENST00000261461	synonymous	910	130.0	5.242391208791209e-09
ENST00000261464	missense	3725	315.0	4.418922416107383e-09
ENST00000261464	nonsense	257	9.0	4.0057120622568096e-09
ENST00000261464	synonymous	1022	119.0	5.63983072407045e-09
ENST00000261475	missense	3014	229.0	3.654671864631719e-09
ENST00000261475	nonsense	233	11.0	2.6726223175965666e-09
ENST00000261475	synonymous	821	111.0	5.357035322777101e-09
ENST00000261479	missense	1612	104.0	3.7198250620347393e-09
ENST00000261479	nonsense	104	1.0	2.758028846153846e-09
ENST00000261479	synonymous	489	66.0	4.653742331288344e-09
ENST00000261483	missense	7564	739.0	4.0629016393442625e-09
ENST00000261483	nonsense	510	29.0	5.034282352941177e-09
ENST00000261483	synonymous	2213	323.0	5.310316764572978e-09
ENST00000261486	missense	4509	586.0	5.000664227101353e-09
ENST00000261486	nonsense	317	33.0	5.3104290220820186e-09
ENST00000261486	synonymous	1339	193.0	6.193896191187453e-09
ENST00000261497	missense	3508	247.0	5.414569555302167e-09
ENST00000261497	nonsense	194	8.0	6.235417525773196e-09
ENST00000261497	synonymous	1014	185.0	9.40010650887574e-09
ENST00000261499	missense	1336	159.0	5.788463323353294e-09
ENST00000261499	nonsense	65	4.0	5.432276923076923e-09
ENST00000261499	synonymous	426	65.0	7.822326291079812e-09
ENST00000261507	missense	1961	163.0	3.492092809790923e-09
ENST00000261507	nonsense	155	5.0	3.3496709677419355e-09
ENST00000261507	synonymous	512	53.0	4.339744140625e-09
ENST00000261520	missense	6448	716.0	3.85960794044665e-09
ENST00000261520	nonsense	475	32.0	3.382814736842105e-09
ENST00000261520	synonymous	1906	246.0	5.007238195173138e-09
ENST00000261530	missense	3152	245.0	4.867705901015228e-09
ENST00000261530	nonsense	197	11.0	8.287289340101522e-09
ENST00000261530	synonymous	980	112.0	5.118771428571428e-09
ENST00000261531	missense	3534	238.0	4.916050084889643e-09
ENST00000261531	nonsense	241	5.0	6.348282157676349e-09
ENST00000261531	synonymous	1040	129.0	5.461164423076923e-09
ENST00000261534	missense	4868	544.0	4.867332169268693e-09
ENST00000261534	nonsense	244	23.0	5.281811475409836e-09
ENST00000261534	synonymous	1629	218.0	6.1590540208717e-09
ENST00000261537	missense	6640	542.0	4.360072138554217e-09
ENST00000261537	nonsense	389	100.0	7.1275886889460155e-09
ENST00000261537	synonymous	2016	268.0	5.024015376984127e-09
ENST00000261556	missense	4605	522.0	4.321469489685125e-09
ENST00000261556	nonsense	298	28.0	4.018318791946309e-09
ENST00000261556	synonymous	1451	204.0	5.876352860096485e-09
ENST00000261558	missense	3205	286.0	3.765960686427457e-09
ENST00000261558	nonsense	215	18.0	3.739437209302326e-09
ENST00000261558	synonymous	981	124.0	4.328046890927625e-09
ENST00000261560	missense	3784	354.0	3.470127906976744e-09
ENST00000261560	nonsense	316	16.0	2.967712025316456e-09
ENST00000261560	synonymous	1021	125.0	4.7076777668952e-09
ENST00000261584	missense	7820	801.0	3.734234143222506e-09
ENST00000261584	nonsense	501	40.0	3.4457684630738523e-09
ENST00000261584	synonymous	2344	292.0	5.293215870307167e-09
ENST00000261588	missense	10650	1154.0	5.713753521126761e-09
ENST00000261588	nonsense	559	41.0	5.567370304114491e-09
ENST00000261588	synonymous	3344	531.0	8.79840490430622e-09
ENST00000261590	missense	7353	750.0	4.194856793145654e-09
ENST00000261590	nonsense	386	16.0	3.0171735751295337e-09
ENST00000261590	synonymous	2314	289.0	5.758288245462403e-09
ENST00000261592	missense	4223	306.0	4.604248164811746e-09
ENST00000261592	nonsense	269	3.0	6.779907063197027e-09
ENST00000261592	synonymous	1241	172.0	6.363849315068493e-09
ENST00000261593	missense	1637	93.0	4.034743433109346e-09
ENST00000261593	nonsense	101	1.0	2.9362178217821782e-09
ENST00000261593	synonymous	458	62.0	4.918067685589519e-09
ENST00000261597	missense	4266	316.0	3.7249479606188465e-09
ENST00000261597	nonsense	329	20.0	4.041626139817629e-09
ENST00000261597	synonymous	1174	132.0	5.396681431005111e-09
ENST00000261600	missense	4360	290.0	3.741145642201835e-09
ENST00000261600	nonsense	322	9.0	3.5191055900621116e-09
ENST00000261600	synonymous	1222	141.0	5.138837152209492e-09
ENST00000261601	missense	3277	261.0	4.104680500457735e-09
ENST00000261601	nonsense	232	8.0	4.612620689655173e-09
ENST00000261601	synonymous	928	122.0	5.635733836206897e-09
ENST00000261609	missense	31504	2829.0	5.723402075926866e-09
ENST00000261609	nonsense	1692	29.0	4.891344562647755e-09
ENST00000261609	synonymous	10301	1584.0	8.678790699932044e-09
ENST00000261622	missense	3248	381.0	5.684853756157635e-09
ENST00000261622	nonsense	136	7.0	3.884397058823529e-09
ENST00000261622	synonymous	1170	260.0	9.211473504273504e-09
ENST00000261623	missense	1231	216.0	8.217310316815597e-09
ENST00000261623	nonsense	60	5.0	4.3229e-09
ENST00000261623	synonymous	455	111.0	1.2373835164835165e-08
ENST00000261636	missense	1164	54.0	4.105150343642612e-09
ENST00000261636	nonsense	103	3.0	6.254456310679612e-09
ENST00000261636	synonymous	353	36.0	5.234543909348442e-09
ENST00000261637	missense	18420	1679.0	4.128190770901194e-09
ENST00000261637	nonsense	1191	40.0	3.5467355163727965e-09
ENST00000261637	synonymous	5445	715.0	5.830349862258954e-09
ENST00000261643	missense	2851	290.0	5.561325850578744e-09
ENST00000261643	nonsense	143	9.0	3.898685314685314e-09
ENST00000261643	synonymous	984	141.0	7.519259146341463e-09
ENST00000261646	missense	7324	778.0	6.239982523211361e-09
ENST00000261646	nonsense	268	12.0	5.13385447761194e-09
ENST00000261646	synonymous	2722	428.0	7.773628949301984e-09
ENST00000261647	missense	2462	287.0	4.437686839967506e-09
ENST00000261647	nonsense	157	16.0	4.184509554140127e-09
ENST00000261647	synonymous	792	130.0	5.879446969696969e-09
ENST00000261652	missense	1914	241.0	5.615434169278996e-09
ENST00000261652	nonsense	104	16.0	4.4342500000000005e-09
ENST00000261652	synonymous	610	107.0	7.354883606557377e-09
ENST00000261654	missense	5713	611.0	5.906592508314371e-09
ENST00000261654	nonsense	282	16.0	3.965517730496453e-09
ENST00000261654	synonymous	1862	324.0	9.938727175080558e-09
ENST00000261658	missense	2961	301.0	4.314979061127997e-09
ENST00000261658	nonsense	203	23.0	4.760408866995074e-09
ENST00000261658	synonymous	877	140.0	6.572110604332953e-09
ENST00000261667	missense	3435	177.0	3.712273944687045e-09
ENST00000261667	nonsense	203	2.0	3.659571428571429e-09
ENST00000261667	synonymous	1042	100.0	4.8711449136276386e-09
ENST00000261674	missense	6197	571.0	6.463880748749395e-09
ENST00000261674	nonsense	365	3.0	3.7154027397260275e-09
ENST00000261674	synonymous	1988	346.0	1.0096597585513078e-08
ENST00000261681	missense	4504	411.0	4.47429484902309e-09
ENST00000261681	nonsense	287	13.0	4.3276620209059235e-09
ENST00000261681	synonymous	1275	156.0	5.39128862745098e-09
ENST00000261692	missense	734	51.0	6.495839237057221e-09
ENST00000261692	nonsense	41	1.0	3.2805853658536583e-09
ENST00000261692	synonymous	251	44.0	1.0136800796812748e-08
ENST00000261693	missense	3384	330.0	5.4760508274231675e-09
ENST00000261693	nonsense	163	12.0	4.0888895705521475e-09
ENST00000261693	synonymous	1025	175.0	9.662038048780486e-09
ENST00000261700	missense	1622	155.0	3.897706535141801e-09
ENST00000261700	nonsense	99	2.0	5.099909090909091e-09
ENST00000261700	synonymous	466	70.0	4.804965665236051e-09
ENST00000261708	missense	3955	344.0	4.203966877370417e-09
ENST00000261708	nonsense	305	20.0	5.150711475409836e-09
ENST00000261708	synonymous	1104	123.0	5.955298913043478e-09
ENST00000261712	missense	2744	185.0	4.596277332361516e-09
ENST00000261712	nonsense	181	1.0	5.861524861878453e-09
ENST00000261712	synonymous	864	112.0	6.296668981481482e-09
ENST00000261714	missense	3054	245.0	3.815404060248854e-09
ENST00000261714	nonsense	189	10.0	5.386375661375662e-09
ENST00000261714	synonymous	843	115.0	5.388779359430605e-09
ENST00000261716	missense	6653	338.0	4.654357583045242e-09
ENST00000261716	nonsense	470	1.0	7.2115340425531914e-09
ENST00000261716	synonymous	1877	222.0	4.92888705380927e-09
ENST00000261721	missense	3136	298.0	4.272073979591837e-09
ENST00000261721	nonsense	162	11.0	6.6830185185185195e-09
ENST00000261721	synonymous	1031	145.0	5.023204655674103e-09
ENST00000261726	missense	9574	906.0	6.590115312304157e-09
ENST00000261726	nonsense	514	11.0	5.0318501945525295e-09
ENST00000261726	synonymous	3277	538.0	9.774239853524565e-09
ENST00000261731	missense	2641	255.0	4.327085573646346e-09
ENST00000261731	nonsense	128	1.0	4.0669921875e-09
ENST00000261731	synonymous	840	145.0	6.525409523809523e-09
ENST00000261733	missense	3375	350.0	6.021394962962962e-09
ENST00000261733	nonsense	168	11.0	3.3769761904761903e-09
ENST00000261733	synonymous	1101	172.0	8.981514986376023e-09
ENST00000261735	missense	1706	170.0	4.802189917936694e-09
ENST00000261735	nonsense	101	6.0	3.0174950495049506e-09
ENST00000261735	synonymous	533	78.0	7.482187617260787e-09
ENST00000261739	missense	3914	344.0	4.812279509453244e-09
ENST00000261739	nonsense	234	13.0	5.994572649572649e-09
ENST00000261739	synonymous	1153	139.0	6.803512575888986e-09
ENST00000261740	missense	5702	540.0	6.6570633111189055e-09
ENST00000261740	nonsense	251	24.0	5.457613545816733e-09
ENST00000261740	synonymous	1877	323.0	9.791776238678743e-09
ENST00000261741	missense	6349	695.0	5.472256103323358e-09
ENST00000261741	nonsense	351	29.0	4.23982905982906e-09
ENST00000261741	synonymous	1931	297.0	9.202093733816676e-09
ENST00000261745	missense	6409	424.0	4.077599625526603e-09
ENST00000261745	nonsense	451	10.0	5.316953436807095e-09
ENST00000261745	synonymous	1879	201.0	5.246783395423097e-09
ENST00000261749	missense	1358	119.0	4.0992695139911636e-09
ENST00000261749	nonsense	98	3.0	2.6663265306122446e-09
ENST00000261749	synonymous	407	61.0	4.526368550368551e-09
ENST00000261751	missense	3279	353.0	6.105304666056725e-09
ENST00000261751	nonsense	138	8.0	5.625507246376812e-09
ENST00000261751	synonymous	1056	176.0	9.233033143939394e-09
ENST00000261758	missense	1533	190.0	4.561090019569471e-09
ENST00000261758	nonsense	93	3.0	3.787139784946236e-09
ENST00000261758	synonymous	471	80.0	6.4588322717622075e-09
ENST00000261769	missense	5795	580.0	5.09272044866264e-09
ENST00000261769	nonsense	263	12.0	4.627011406844107e-09
ENST00000261769	synonymous	1871	274.0	7.952941742383752e-09
ENST00000261772	missense	6371	708.0	5.111710720452048e-09
ENST00000261772	nonsense	319	26.0	7.029059561128527e-09
ENST00000261772	synonymous	2013	321.0	6.8536408345752606e-09
ENST00000261776	missense	5135	530.0	5.5955273612463484e-09
ENST00000261776	nonsense	232	10.0	3.795262931034483e-09
ENST00000261776	synonymous	1662	290.0	8.765370637785799e-09
ENST00000261778	missense	7097	701.0	4.4651163872058615e-09
ENST00000261778	nonsense	420	38.0	4.5986285714285714e-09
ENST00000261778	synonymous	2320	299.0	5.868321551724138e-09
ENST00000261783	missense	2283	213.0	4.007169513797634e-09
ENST00000261783	nonsense	126	9.0	6.071047619047619e-09
ENST00000261783	synonymous	768	83.0	4.6139218749999995e-09
ENST00000261789	missense	3948	381.0	5.542283181357649e-09
ENST00000261789	nonsense	199	8.0	6.467909547738694e-09
ENST00000261789	synonymous	1298	171.0	5.995762711864407e-09
ENST00000261796	missense	1180	145.0	6.86719152542373e-09
ENST00000261796	nonsense	51	3.0	3.619019607843137e-09
ENST00000261796	synonymous	380	68.0	7.850578947368422e-09
ENST00000261797	missense	5800	517.0	6.501206379310345e-09
ENST00000261797	nonsense	288	19.0	5.623211805555555e-09
ENST00000261797	synonymous	1841	321.0	1.015279413362303e-08
ENST00000261799	missense	7221	652.0	6.269682176983797e-09
ENST00000261799	nonsense	356	14.0	5.306202247191012e-09
ENST00000261799	synonymous	2368	393.0	9.33699535472973e-09
ENST00000261800	missense	28601	2836.0	4.6931753435194575e-09
ENST00000261800	nonsense	1333	74.0	4.849237809452363e-09
ENST00000261800	synonymous	9198	1250.0	6.3111117634268316e-09
ENST00000261811	missense	611	58.0	4.303561374795418e-09
ENST00000261811	nonsense	50	2.0	4.04204e-09
ENST00000261811	synonymous	203	26.0	5.669724137931034e-09
ENST00000261813	missense	810	61.0	4.12990987654321e-09
ENST00000261813	nonsense	53	3.0	7.310452830188679e-09
ENST00000261813	synonymous	226	25.0	5.546402654867256e-09
ENST00000261819	missense	4983	404.0	4.777811157936986e-09
ENST00000261819	nonsense	296	19.0	3.949881756756757e-09
ENST00000261819	synonymous	1507	212.0	7.60363901791639e-09
ENST00000261822	missense	1401	125.0	4.920701641684511e-09
ENST00000261822	nonsense	79	3.0	5.099278481012658e-09
ENST00000261822	synonymous	401	69.0	9.99708728179551e-09
ENST00000261835	missense	3252	248.0	5.945373616236162e-09
ENST00000261835	nonsense	155	7.0	3.4930000000000002e-09
ENST00000261835	synonymous	1084	160.0	7.796725092250923e-09
ENST00000261837	missense	2602	269.0	5.451965795541891e-09
ENST00000261837	nonsense	148	9.0	5.0755000000000005e-09
ENST00000261837	synonymous	796	126.0	8.844291457286433e-09
ENST00000261839	missense	11663	1168.0	4.625569579010546e-09
ENST00000261839	nonsense	758	54.0	5.256514511873351e-09
ENST00000261839	synonymous	3248	434.0	6.974822660098522e-09
ENST00000261842	missense	7447	750.0	3.520317174701222e-09
ENST00000261842	nonsense	529	17.0	3.4309962192816635e-09
ENST00000261842	synonymous	2248	289.0	4.84345640569395e-09
ENST00000261845	missense	4837	457.0	3.722431672524292e-09
ENST00000261845	nonsense	314	11.0	3.357168789808917e-09
ENST00000261845	synonymous	1329	209.0	4.906666666666666e-09
ENST00000261854	missense	3411	289.0	3.7488264438581065e-09
ENST00000261854	nonsense	202	9.0	3.2658118811881192e-09
ENST00000261854	synonymous	1058	112.0	4.615349716446125e-09
ENST00000261858	missense	4086	315.0	4.065352912383749e-09
ENST00000261858	nonsense	265	6.0	3.675943396226415e-09
ENST00000261858	synonymous	1193	137.0	5.070242246437553e-09
ENST00000261861	missense	3166	267.0	6.359257738471257e-09
ENST00000261861	nonsense	160	12.0	5.07569375e-09
ENST00000261861	synonymous	985	152.0	9.081224365482234e-09
ENST00000261862	missense	6708	819.0	5.9242109421586165e-09
ENST00000261862	nonsense	387	22.0	4.44359173126615e-09
ENST00000261862	synonymous	2058	339.0	8.625221574344023e-09
ENST00000261866	missense	16242	1801.0	3.778364117719493e-09
ENST00000261866	nonsense	1050	89.0	3.953431428571428e-09
ENST00000261866	synonymous	4686	674.0	5.123462654716176e-09
ENST00000261867	missense	2808	235.0	3.936741096866097e-09
ENST00000261867	nonsense	164	6.0	4.1285243902439025e-09
ENST00000261867	synonymous	880	102.0	4.947805681818181e-09
ENST00000261868	missense	1698	129.0	3.8244764428739694e-09
ENST00000261868	nonsense	143	3.0	3.2331258741258743e-09
ENST00000261868	synonymous	472	59.0	5.796139830508474e-09
ENST00000261875	missense	2387	201.0	4.526790532048597e-09
ENST00000261875	nonsense	163	10.0	5.952496932515337e-09
ENST00000261875	synonymous	699	81.0	5.890952789699571e-09
ENST00000261879	missense	1663	185.0	4.127182200841852e-09
ENST00000261879	nonsense	87	12.0	6.861298850574713e-09
ENST00000261879	synonymous	554	75.0	5.6282021660649815e-09
ENST00000261880	missense	2079	265.0	3.718683501683502e-09
ENST00000261880	nonsense	124	10.0	4.897491935483871e-09
ENST00000261880	synonymous	623	86.0	5.07554253611557e-09
ENST00000261881	missense	2003	183.0	3.539207189216176e-09
ENST00000261881	nonsense	129	9.0	4.327682170542636e-09
ENST00000261881	synonymous	568	58.0	5.0825739436619715e-09
ENST00000261883	missense	7814	907.0	5.362985794727413e-09
ENST00000261883	nonsense	384	33.0	5.371544270833333e-09
ENST00000261883	synonymous	2449	338.0	6.0564430379746836e-09
ENST00000261884	missense	3811	376.0	4.071930202046707e-09
ENST00000261884	nonsense	277	18.0	6.123036101083033e-09
ENST00000261884	synonymous	1132	165.0	4.960351590106007e-09
ENST00000261890	missense	1414	59.0	4.6168649222065065e-09
ENST00000261890	nonsense	84	6.0	9.150261904761905e-09
ENST00000261890	synonymous	437	60.0	4.466688787185355e-09
ENST00000261891	missense	2472	256.0	5.9516630258899676e-09
ENST00000261891	nonsense	119	13.0	3.05863025210084e-09
ENST00000261891	synonymous	730	106.0	8.551382191780822e-09
ENST00000261892	missense	7246	695.0	4.35337938172785e-09
ENST00000261892	nonsense	383	29.0	4.403702349869451e-09
ENST00000261892	synonymous	2253	288.0	5.982195739014647e-09
ENST00000261893	missense	3563	367.0	4.177521751333146e-09
ENST00000261893	nonsense	238	13.0	3.2768067226890755e-09
ENST00000261893	synonymous	1113	139.0	5.667345911949685e-09
ENST00000261900	missense	4779	412.0	4.2408752877170955e-09
ENST00000261900	nonsense	270	5.0	4.5723185185185185e-09
ENST00000261900	synonymous	1476	195.0	4.9458001355013545e-09
ENST00000261908	missense	9540	896.0	4.639686058700209e-09
ENST00000261908	nonsense	498	10.0	6.079755020080321e-09
ENST00000261908	synonymous	3102	371.0	5.708206318504191e-09
ENST00000261917	missense	7762	824.0	6.749883664004123e-09
ENST00000261917	nonsense	291	17.0	5.0986391752577315e-09
ENST00000261917	synonymous	2765	478.0	9.225517179023508e-09
ENST00000261918	missense	4355	468.0	6.091116188289323e-09
ENST00000261918	nonsense	220	10.0	4.907781818181818e-09
ENST00000261918	synonymous	1410	234.0	8.79915390070922e-09
ENST00000261921	missense	3689	471.0	5.2426991054486315e-09
ENST00000261921	nonsense	199	21.0	4.656849246231156e-09
ENST00000261921	synonymous	1269	262.0	7.51642159180457e-09
ENST00000261937	missense	8932	890.0	5.720594267801164e-09
ENST00000261937	nonsense	449	4.0	5.272830734966592e-09
ENST00000261937	synonymous	2877	566.0	8.943413625304135e-09
ENST00000261942	missense	2922	213.0	5.181682067077344e-09
ENST00000261942	nonsense	189	4.0	6.945492063492063e-09
ENST00000261942	synonymous	885	115.0	5.699467796610169e-09
ENST00000261944	missense	8585	963.0	6.0435644729178805e-09
ENST00000261944	nonsense	327	27.0	5.177333333333333e-09
